driverStandingsId,raceId,driverId,points,position,positionText,wins
69812,1032,1,37,2,2,1
69813,1032,832,13,7,7,0
69814,1032,815,16,5,5,0
69815,1032,842,6,9,9,0
69816,1032,839,4,11,11,0
69817,1032,841,2,13,13,0
69818,1032,20,1,15,15,0
69819,1032,849,0,16,16,0
69820,1032,826,1,14,14,0
69821,1032,848,12,8,8,0
69822,1032,8,0,17,17,0
69823,1032,847,0,20,20,0
69824,1032,154,0,19,19,0
69825,1032,825,0,18,18,0
69826,1032,840,6,10,10,0
69827,1032,817,4,12,12,0
69828,1032,830,15,6,6,0
69868,1033,830,33,3,3,0
69866,1033,840,18,8,8,0
69864,1033,154,0,19,19,0
69863,1033,847,0,20,20,0
69861,1033,848,22,5,5,0
69860,1033,826,1,15,15,0
69858,1033,20,9,10,10,0
69856,1033,839,4,13,13,0
69854,1033,815,22,6,6,0
69852,1033,1,63,1,1,2
69850,1033,844,18,7,7,0
69849,1033,822,58,2,2,1
69853,1033,832,15,9,9,0
69865,1033,825,1,16,16,0
69851,1033,846,26,4,4,0
69867,1033,817,8,11,11,0
69855,1033,842,6,12,12,0
69862,1033,8,0,17,17,0
69859,1033,849,0,18,18,0
69857,1033,841,2,14,14,0
69889,1034,807,0,21,21,0
69890,1035,822,73,3,3,1
69891,1035,844,45,4,4,0
69892,1035,846,38,5,5,0
69893,1035,1,107,1,1,3
69894,1035,832,15,11,11,0
69895,1035,815,22,8,8,0
69896,1035,842,12,12,12,0
69897,1035,839,16,10,10,0
69898,1035,841,2,15,15,0
69899,1035,20,10,13,13,0
69900,1035,849,0,19,19,0
69901,1035,826,2,16,16,0
69902,1035,848,36,6,6,0
69903,1035,8,0,18,18,0
69904,1035,847,0,20,20,0
69905,1035,154,0,21,21,0
69906,1035,825,1,17,17,0
69907,1035,840,28,7,7,0
69908,1035,817,20,9,9,0
69909,1035,830,77,2,2,1
69910,1035,807,6,14,14,0
69911,1036,822,89,3,3,1
69912,1036,844,45,4,4,0
69913,1036,846,39,7,7,0
69914,1036,1,132,1,1,4
69915,1036,832,23,9,9,0
69916,1036,815,32,8,8,0
69917,1036,842,14,13,13,0
69918,1036,839,16,12,12,0
69919,1036,841,2,15,15,0
69920,1036,20,16,11,11,0
69921,1036,849,0,19,19,0
69922,1036,826,2,16,16,0
69923,1036,848,40,6,6,0
69924,1036,8,0,18,18,0
69925,1036,847,0,20,20,0
69926,1036,154,0,21,21,0
69927,1036,825,1,17,17,0
69928,1036,840,40,5,5,0
69929,1036,817,20,10,10,0
69930,1036,830,95,2,2,1
69931,1036,807,6,14,14,0
69932,1037,822,107,3,3,1
69933,1037,844,45,5,5,0
69934,1037,846,45,6,6,0
69935,1037,1,157,1,1,5
69936,1037,832,23,11,11,0
69937,1037,815,33,9,9,0
69938,1037,842,18,12,12,0
69939,1037,839,26,10,10,0
69940,1037,841,2,15,15,0
69941,1037,20,16,13,13,0
69942,1037,849,0,19,19,0
69943,1037,826,2,16,16,0
69944,1037,848,48,4,4,0
69945,1037,8,0,18,18,0
69946,1037,847,0,20,20,0
69947,1037,154,0,21,21,0
69948,1037,825,1,17,17,0
69949,1037,840,42,7,7,0
69950,1037,817,33,8,8,0
69951,1037,830,110,2,2,1
69952,1037,807,6,14,14,0
69953,1038,822,117,2,2,1
69954,1038,844,45,7,7,0
69955,1038,846,57,5,5,0
69956,1038,1,164,1,1,5
69957,1038,832,41,9,9,0
69958,1038,815,34,11,11,0
69959,1038,842,43,8,8,1
69960,1038,839,30,12,12,0
69961,1038,841,2,16,16,0
69962,1038,20,16,13,13,0
69963,1038,849,0,18,18,0
69964,1038,826,4,15,15,0
69965,1038,848,48,6,6,0
69966,1038,8,0,19,19,0
69967,1038,847,0,21,21,0
69968,1038,154,0,20,20,0
69969,1038,825,1,17,17,0
69970,1038,840,57,4,4,0
69971,1038,817,41,10,10,0
69972,1038,830,110,3,3,1
69973,1038,807,6,14,14,0
69974,1039,822,135,2,2,1
69975,1039,844,49,8,8,0
69976,1039,846,65,4,4,0
69977,1039,1,190,1,1,6
69978,1039,832,41,11,11,0
69979,1039,815,44,9,9,0
69980,1039,842,43,10,10,1
69981,1039,839,30,12,12,0
69982,1039,841,2,17,17,0
69983,1039,20,17,13,13,0
69984,1039,849,0,19,19,0
69985,1039,826,10,14,14,0
69986,1039,848,63,5,5,0
69987,1039,8,2,16,16,0
69988,1039,847,0,20,20,0
69989,1039,154,0,21,21,0
69990,1039,825,1,18,18,0
69991,1039,840,57,6,6,0
69992,1039,817,53,7,7,0
69993,1039,830,110,3,3,1
69994,1039,807,6,15,15,0
70017,1040,846,65,4,4,0
70018,1040,1,205,1,1,6
70019,1040,832,41,11,11,0
70020,1040,815,56,9,9,0
70021,1040,842,45,10,10,1
70022,1040,839,36,12,12,0
70023,1040,841,2,17,17,0
70024,1040,20,17,13,13,0
70025,1040,849,0,19,19,0
70026,1040,826,14,14,14,0
70027,1040,848,64,5,5,0
70028,1040,8,2,16,16,0
70029,1040,847,0,20,20,0
70030,1040,154,0,21,21,0
70031,1040,825,1,18,18,0
70032,1040,840,57,8,8,0
70033,1040,817,63,6,6,0
70034,1040,830,128,3,3,1
70035,1040,807,6,15,15,0
70036,1041,822,161,2,2,2
70037,1041,844,63,8,8,0
70038,1041,846,65,6,6,0
70039,1041,1,230,1,1,7
70040,1041,832,51,11,11,0
70041,1041,815,68,5,5,0
70042,1041,842,53,10,10,1
70043,1041,839,36,12,12,0
70044,1041,841,3,16,16,0
70045,1041,20,17,13,13,0
70046,1041,849,0,20,20,0
70047,1041,826,14,14,14,0
70048,1041,848,64,7,7,0
70049,1041,8,2,17,17,0
70050,1041,847,0,21,21,0
70051,1041,154,2,18,18,0
70052,1041,825,1,19,19,0
70053,1041,840,57,9,9,0
70054,1041,817,78,4,4,0
70055,1041,830,147,3,3,1
70056,1041,807,10,15,15,0
70057,1042,822,179,2,2,2
70058,1042,844,75,5,5,0
70059,1042,846,65,7,7,0
70060,1042,1,256,1,1,8
70061,1042,832,59,10,10,0
70062,1042,815,74,6,6,0
70063,1042,842,63,9,9,1
70064,1042,839,40,12,12,0
70065,1042,841,3,16,16,0
70066,1042,20,18,13,13,0
70067,1042,849,0,20,20,0
70068,1042,826,14,14,14,0
70069,1042,848,64,8,8,0
70070,1042,8,2,17,17,0
70071,1042,847,0,21,21,0
70072,1042,154,2,18,18,0
70073,1042,825,1,19,19,0
70074,1042,840,57,11,11,0
70075,1042,817,80,4,4,0
70076,1042,830,162,3,3,1
70077,1042,807,10,15,15,0
70078,1043,822,197,2,2,2
70079,1043,844,85,5,5,0
70080,1043,846,69,7,7,0
70081,1043,1,282,1,1,9
70082,1043,832,65,8,8,0
70083,1043,815,82,6,6,0
70084,1043,842,63,10,10,1
70085,1043,839,40,12,12,0
70086,1043,841,4,17,17,0
70087,1043,20,18,14,14,0
70088,1043,849,0,20,20,0
70089,1043,826,26,13,13,0
70090,1043,848,64,9,9,0
70091,1043,8,4,16,16,0
70092,1043,847,0,21,21,0
70093,1043,154,2,18,18,0
70094,1043,825,1,19,19,0
70095,1043,840,57,11,11,0
70096,1043,817,95,4,4,0
70097,1043,830,162,3,3,1
70098,1043,807,10,15,15,0
70099,1044,822,197,2,2,2
70100,1044,844,97,5,5,0
70101,1044,846,74,8,8,0
70102,1044,1,307,1,1,10
70103,1044,832,75,7,7,0
70104,1044,815,100,4,4,0
70105,1044,842,63,10,10,1
70106,1044,839,40,12,12,0
70107,1044,841,4,17,17,0
70108,1044,20,33,13,13,0
70109,1044,849,0,20,20,0
70110,1044,826,26,14,14,0
70111,1044,848,70,9,9,0
70112,1044,8,4,16,16,0
70113,1044,847,0,21,21,0
70114,1044,154,2,18,18,0
70115,1044,825,1,19,19,0
70116,1044,840,59,11,11,0
70117,1044,817,96,6,6,0
70118,1044,830,170,3,3,1
70119,1044,807,10,15,15,0
70120,1045,822,201,2,2,2
70121,1045,844,98,6,6,0
70122,1045,846,86,7,7,0
70123,1045,1,332,1,1,11
70124,1045,832,85,8,8,0
70125,1045,815,100,5,5,0
70126,1045,842,71,10,10,1
70127,1045,839,42,12,12,0
70128,1045,841,4,17,17,0
70129,1045,20,33,13,13,0
70130,1045,849,0,20,20,0
70131,1045,826,26,14,14,0
70132,1045,848,85,9,9,0
70133,1045,8,4,16,16,0
70134,1045,847,0,21,21,0
70135,1045,154,2,18,18,0
70136,1045,825,1,19,19,0
70137,1045,840,59,11,11,0
70138,1045,817,102,4,4,0
70139,1045,830,189,3,3,1
70140,1045,807,10,15,15,0
70141,1046,822,205,2,2,2
70142,1046,844,98,6,6,0
70143,1046,846,87,9,9,0
70144,1046,1,332,1,1,11
70145,1046,832,97,7,7,0
70146,1046,815,125,4,4,1
70147,1046,842,71,11,11,1
70148,1046,839,60,12,12,0
70149,1046,841,4,17,17,0
70150,1046,20,33,13,13,0
70151,1046,849,0,21,21,0
70152,1046,826,32,14,14,0
70153,1046,848,93,8,8,0
70154,1046,8,4,16,16,0
70155,1046,847,3,18,18,0
70156,1046,154,2,19,19,0
70157,1046,825,1,20,20,0
70158,1046,840,74,10,10,0
70159,1046,817,112,5,5,0
70160,1046,830,189,3,3,1
70161,1046,807,10,15,15,0
70162,1046,851,0,22,22,0
70163,1046,850,0,23,23,0
70208,1047,851,0,22,22,0
70207,1047,807,10,15,15,0
70206,1047,830,214,3,3,2
70205,1047,817,119,5,5,0
70203,1047,825,1,20,20,0
70201,1047,847,3,18,18,0
70198,1047,826,32,14,14,0
70196,1047,20,33,13,13,0
70194,1047,839,62,12,12,0
70192,1047,815,125,4,4,1
70190,1047,1,347,1,1,11
70191,1047,832,105,6,6,0
70193,1047,842,75,10,10,1
70202,1047,154,2,19,19,0
70209,1047,850,0,23,23,0
70195,1047,841,4,17,17,0
70204,1047,840,75,11,11,0
70189,1047,846,97,9,9,0
70200,1047,8,4,16,16,0
70199,1047,848,105,7,7,0
70197,1047,849,0,21,21,0
70188,1047,844,98,8,8,0
70187,1047,822,223,2,2,2
70718,1051,9,0,20,20,0
70717,1051,853,0,21,21,0
70716,1051,4,77,10,10,0
70715,1051,849,7,17,17,0
70714,1051,842,92,9,9,0
70713,1051,854,0,19,19,0
70712,1051,20,43,12,12,0
70711,1051,847,16,15,15,0
70710,1051,839,60,11,11,1
70709,1051,841,1,18,18,0
70708,1051,8,10,16,16,0
70707,1051,840,34,13,13,0
70706,1051,852,20,14,14,0
70705,1051,832,145.5,7,7,0
70704,1051,817,105,8,8,1
70703,1051,844,152,6,6,0
70702,1051,815,190,4,4,1
70701,1051,846,153,5,5,0
70700,1051,822,203,3,3,1
70699,1051,830,351.5,1,1,9
70698,1051,1,343.5,2,2,7
70231,1052,1,25,1,1,1
70232,1052,830,18,2,2,0
70233,1052,822,16,3,3,0
70234,1052,846,12,4,4,0
70235,1052,815,10,5,5,0
70236,1052,844,8,6,6,0
70237,1052,817,6,7,7,0
70238,1052,832,4,8,8,0
70239,1052,852,2,9,9,0
70240,1052,840,1,10,10,0
70241,1052,8,0,11,11,0
70242,1052,841,0,12,12,0
70243,1052,839,0,13,13,0
70244,1052,847,0,14,14,0
70245,1052,20,0,15,15,0
70246,1052,854,0,16,16,0
70247,1052,842,0,17,17,0
70248,1052,849,0,18,18,0
70249,1052,4,0,19,19,0
70250,1052,853,0,20,20,0
70300,1053,840,5,10,10,0
70295,1053,815,10,8,8,0
70310,1053,853,0,19,19,0
70309,1053,4,1,13,13,0
70308,1053,849,0,20,20,0
70307,1053,842,6,9,9,0
70298,1053,832,14,6,6,0
70296,1053,844,20,4,4,0
70292,1053,830,43,2,2,1
70305,1053,20,0,17,17,0
70304,1053,847,0,16,16,0
70306,1053,854,0,18,18,0
70303,1053,839,2,12,12,0
70302,1053,841,0,15,15,0
70301,1053,8,0,14,14,0
70299,1053,852,2,11,11,0
70297,1053,817,14,7,7,0
70294,1053,846,27,3,3,0
70293,1053,822,16,5,5,0
70291,1053,1,44,1,1,1
70311,1054,1,69,1,1,2
70312,1054,830,61,2,2,1
70313,1054,822,32,4,4,0
70314,1054,846,37,3,3,0
70315,1054,815,22,6,6,0
70316,1054,844,28,5,5,0
70317,1054,817,16,7,7,0
70318,1054,832,14,8,8,0
70319,1054,852,2,13,13,0
70320,1054,840,5,11,11,0
70321,1054,8,0,14,14,0
70322,1054,841,0,15,15,0
70323,1054,839,8,9,9,0
70324,1054,847,0,17,17,0
70325,1054,20,0,16,16,0
70326,1054,854,0,18,18,0
70327,1054,842,7,10,10,0
70328,1054,849,0,20,20,0
70329,1054,4,5,12,12,0
70330,1054,853,0,19,19,0
70331,1055,1,94,1,1,3
70332,1055,830,80,2,2,1
70333,1055,822,47,3,3,0
70334,1055,846,41,4,4,0
70335,1055,815,32,6,6,0
70336,1055,844,40,5,5,0
70337,1055,817,24,7,7,0
70338,1055,832,20,8,8,0
70339,1055,852,2,13,13,0
70340,1055,840,5,11,11,0
70341,1055,8,0,14,14,0
70342,1055,841,0,15,15,0
70343,1055,839,10,9,9,0
70344,1055,847,0,17,17,0
70345,1055,20,0,16,16,0
70346,1055,854,0,18,18,0
70347,1055,842,8,10,10,0
70348,1055,849,0,19,19,0
70349,1055,4,5,12,12,0
70350,1055,853,0,20,20,0
70351,1056,1,101,2,2,3
70352,1056,830,105,1,1,2
70353,1056,822,47,4,4,0
70354,1056,846,56,3,3,0
70355,1056,815,44,5,5,0
70356,1056,844,40,6,6,0
70357,1056,817,24,8,8,0
70358,1056,832,38,7,7,0
70359,1056,852,2,14,14,0
70360,1056,840,9,12,12,0
70361,1056,8,0,16,16,0
70362,1056,841,1,15,15,0
70363,1056,839,12,10,10,0
70364,1056,847,0,17,17,0
70365,1056,20,10,11,11,0
70366,1056,854,0,19,19,0
70367,1056,842,16,9,9,0
70368,1056,849,0,18,18,0
70369,1056,4,5,13,13,0
70370,1056,853,0,20,20,0
70371,1057,1,101,2,2,3
70372,1057,830,105,1,1,2
70373,1057,822,47,6,6,0
70374,1057,846,66,4,4,0
70375,1057,815,69,3,3,1
70376,1057,844,52,5,5,0
70377,1057,817,26,10,10,0
70378,1057,832,42,7,7,0
70379,1057,852,8,14,14,0
70380,1057,840,9,13,13,0
70381,1057,8,1,15,15,0
70382,1057,841,1,16,16,0
70383,1057,839,12,12,12,0
70384,1057,847,0,18,18,0
70385,1057,20,28,9,9,0
70386,1057,854,0,17,17,0
70387,1057,842,31,8,8,0
70388,1057,849,0,20,20,0
70389,1057,4,13,11,11,0
70390,1057,853,0,19,19,0
70391,1059,1,119,2,2,3
70392,1059,830,131,1,1,3
70393,1059,822,59,5,5,0
70394,1059,846,76,4,4,0
70395,1059,815,84,3,3,1
70396,1059,844,52,6,6,0
70397,1059,817,34,9,9,0
70398,1059,832,42,7,7,0
70399,1059,852,8,14,14,0
70400,1059,840,10,13,13,0
70401,1059,8,1,15,15,0
70402,1059,841,1,16,16,0
70403,1059,839,12,12,12,0
70404,1059,847,0,17,17,0
70405,1059,20,30,10,10,0
70406,1059,854,0,18,18,0
70407,1059,842,37,8,8,0
70408,1059,849,0,20,20,0
70409,1059,4,17,11,11,0
70410,1059,853,0,19,19,0
70411,1058,1,138,2,2,3
70412,1058,830,156,1,1,4
70413,1058,822,74,5,5,0
70414,1058,846,86,4,4,0
70415,1058,815,96,3,3,1
70416,1058,844,58,6,6,0
70417,1058,817,34,9,9,0
70418,1058,832,50,7,7,0
70419,1058,852,9,14,14,0
70420,1058,840,14,12,12,0
70421,1058,8,1,15,15,0
70422,1058,841,1,16,16,0
70423,1058,839,12,13,13,0
70424,1058,847,0,17,17,0
70425,1058,20,30,10,10,0
70426,1058,854,0,18,18,0
70427,1058,842,37,8,8,0
70428,1058,849,0,20,20,0
70429,1058,4,19,11,11,0
70430,1058,853,0,19,19,0
70468,1060,849,0,20,20,0
70467,1060,842,39,9,9,0
70465,1060,20,30,10,10,0
70464,1060,847,0,17,17,0
70461,1060,8,1,15,15,0
70458,1060,832,60,7,7,0
70456,1060,844,62,6,6,0
70455,1060,815,104,3,3,1
70454,1060,846,101,4,4,0
70452,1060,830,182,1,1,5
70470,1060,853,0,19,19,0
70469,1060,4,20,11,11,0
70466,1060,854,0,18,18,0
70453,1060,822,92,5,5,0
70460,1060,840,14,12,12,0
70463,1060,839,12,13,13,0
70462,1060,841,1,16,16,0
70459,1060,852,9,14,14,0
70457,1060,817,40,8,8,0
70451,1060,1,150,2,2,3
70471,1061,1,177,2,2,4
70472,1061,830,185,1,1,5
70473,1061,822,108,4,4,0
70474,1061,846,113,3,3,0
70475,1061,815,104,5,5,1
70476,1061,844,80,6,6,0
70477,1061,817,50,8,8,0
70478,1061,832,68,7,7,0
70479,1061,852,10,14,14,0
70480,1061,840,18,12,12,0
70481,1061,8,1,15,15,0
70482,1061,841,1,16,16,0
70483,1061,839,14,13,13,0
70484,1061,847,0,17,17,0
70485,1061,20,30,10,10,0
70486,1061,854,0,18,18,0
70487,1061,842,39,9,9,0
70488,1061,849,0,19,19,0
70489,1061,4,26,11,11,0
70490,1061,853,0,20,20,0
70528,1062,849,6,15,15,0
70527,1062,842,50,8,8,0
70525,1062,20,30,12,12,0
70524,1062,847,4,16,16,0
70523,1062,839,39,10,10,1
70521,1062,8,2,17,17,0
70520,1062,840,18,14,14,0
70517,1062,817,50,9,9,0
70515,1062,815,104,5,5,1
70513,1062,822,108,4,4,0
70530,1062,853,0,20,20,0
70529,1062,4,38,11,11,0
70526,1062,854,0,19,19,0
70519,1062,852,18,13,13,0
70516,1062,844,80,7,7,0
70512,1062,830,187,2,2,5
70514,1062,846,113,3,3,0
70522,1062,841,1,18,18,0
70518,1062,832,83,6,6,0
70511,1062,1,195,1,1,4
70531,1063,1,202.5,1,1,4
70532,1063,830,199.5,2,2,6
70533,1063,822,108,4,4,0
70534,1063,846,113,3,3,0
70535,1063,815,104,5,5,1
70536,1063,844,82,7,7,0
70537,1063,817,56,8,8,0
70538,1063,832,83.5,6,6,0
70539,1063,852,18,13,13,0
70540,1063,840,18,14,14,0
70541,1063,8,2,17,17,0
70542,1063,841,1,18,18,0
70543,1063,839,42,10,10,1
70544,1063,847,13,15,15,0
70545,1063,20,35,12,12,0
70546,1063,854,0,19,19,0
70547,1063,842,54,9,9,0
70548,1063,849,7,16,16,0
70549,1063,4,38,11,11,0
70550,1063,853,0,20,20,0
70551,1064,1,221.5,2,2,4
70552,1064,830,224.5,1,1,7
70553,1064,822,123,3,3,0
70554,1064,846,114,4,4,0
70555,1064,815,108,5,5,1
70556,1064,844,92,6,6,0
70557,1064,817,56,9,9,0
70558,1064,832,89.5,7,7,0
70559,1064,852,18,13,13,0
70560,1064,840,18,14,14,0
70561,1064,8,2,17,17,0
70562,1064,841,1,18,18,0
70563,1064,839,44,11,11,1
70564,1064,847,13,15,15,0
70565,1064,20,35,12,12,0
70566,1064,854,0,19,19,0
70567,1064,842,66,8,8,0
70568,1064,849,7,16,16,0
70569,1064,4,46,10,10,0
70570,1064,853,0,20,20,0
70571,1064,9,0,21,21,0
70572,1065,1,221.5,2,2,4
70573,1065,830,226.5,1,1,7
70574,1065,822,141,3,3,0
70575,1065,846,132,4,4,0
70576,1065,815,118,5,5,1
70577,1065,844,104,6,6,0
70578,1065,817,83,8,8,1
70579,1065,832,97.5,7,7,0
70580,1065,852,18,14,14,0
70581,1065,840,24,13,13,0
70582,1065,8,2,17,17,0
70583,1065,841,1,18,18,0
70584,1065,839,45,11,11,1
70585,1065,847,15,15,15,0
70586,1065,20,35,12,12,0
70587,1065,854,0,19,19,0
70588,1065,842,66,9,9,0
70589,1065,849,7,16,16,0
70590,1065,4,50,10,10,0
70591,1065,853,0,21,21,0
70592,1065,9,0,20,20,0
70593,1066,1,246.5,1,1,5
70594,1066,830,244.5,2,2,7
70595,1066,822,151,3,3,0
70596,1066,846,139,4,4,0
70597,1066,815,120,5,5,1
70598,1066,844,104,7,7,0
70599,1066,817,95,8,8,1
70600,1066,832,112.5,6,6,0
70601,1066,852,18,14,14,0
70602,1066,840,24,13,13,0
70603,1066,8,6,17,17,0
70604,1066,841,1,18,18,0
70605,1066,839,45,11,11,1
70606,1066,847,16,15,15,0
70607,1066,20,35,12,12,0
70608,1066,854,0,19,19,0
70609,1066,842,66,9,9,0
70610,1066,849,7,16,16,0
70611,1066,4,58,10,10,0
70612,1066,853,0,21,21,0
70613,1066,9,0,20,20,0
70614,1067,1,256.5,2,2,5
70615,1067,830,262.5,1,1,7
70616,1067,822,177,3,3,1
70617,1067,846,145,4,4,0
70618,1067,815,135,5,5,1
70619,1067,844,116,7,7,0
70620,1067,817,95,8,8,1
70621,1067,832,116.5,6,6,0
70622,1067,852,18,14,14,0
70623,1067,840,26,13,13,0
70624,1067,8,6,17,17,0
70625,1067,841,1,18,18,0
70626,1067,839,46,11,11,1
70627,1067,847,16,15,15,0
70628,1067,20,35,12,12,0
70629,1067,854,0,19,19,0
70630,1067,842,74,9,9,0
70631,1067,849,7,16,16,0
70632,1067,4,58,10,10,0
70633,1067,853,0,21,21,0
70634,1067,9,0,20,20,0
70635,1069,1,275.5,2,2,5
70636,1069,830,287.5,1,1,8
70637,1069,822,185,3,3,1
70638,1069,846,149,5,5,0
70639,1069,815,150,4,4,1
70640,1069,844,128,6,6,0
70641,1069,817,105,8,8,1
70642,1069,832,122.5,7,7,0
70643,1069,852,20,14,14,0
70644,1069,840,26,13,13,0
70645,1069,8,6,17,17,0
70646,1069,841,1,18,18,0
70647,1069,839,46,11,11,1
70648,1069,847,16,15,15,0
70649,1069,20,36,12,12,0
70650,1069,854,0,19,19,0
70651,1069,842,74,9,9,0
70652,1069,849,7,16,16,0
70653,1069,4,58,10,10,0
70654,1069,853,0,21,21,0
70655,1069,9,0,20,20,0
70656,1070,1,293.5,2,2,5
70657,1070,830,312.5,1,1,9
70658,1070,822,185,3,3,1
70659,1070,846,150,5,5,0
70660,1070,815,165,4,4,1
70661,1070,844,138,6,6,0
70662,1070,817,105,8,8,1
70663,1070,832,130.5,7,7,0
70664,1070,852,20,14,14,0
70665,1070,840,26,13,13,0
70666,1070,8,10,16,16,0
70667,1070,841,1,18,18,0
70668,1070,839,46,11,11,1
70669,1070,847,16,15,15,0
70670,1070,20,42,12,12,0
70671,1070,854,0,19,19,0
70672,1070,842,86,9,9,0
70673,1070,849,7,17,17,0
70674,1070,4,60,10,10,0
70675,1070,853,0,21,21,0
70676,1070,9,0,20,20,0
70677,1071,1,318.5,2,2,6
70678,1071,830,332.5,1,1,9
70679,1071,822,203,3,3,1
70680,1071,846,151,5,5,0
70681,1071,815,178,4,4,1
70682,1071,844,148,6,6,0
70683,1071,817,105,8,8,1
70684,1071,832,139.5,7,7,0
70685,1071,852,20,14,14,0
70686,1071,840,26,13,13,0
70687,1071,8,10,16,16,0
70688,1071,841,1,18,18,0
70689,1071,839,50,11,11,1
70690,1071,847,16,15,15,0
70691,1071,20,42,12,12,0
70692,1071,854,0,19,19,0
70693,1071,842,92,9,9,0
70694,1071,849,7,17,17,0
70695,1071,4,62,10,10,0
70696,1071,853,0,21,21,0
70697,1071,9,0,20,20,0
70719,1072,1,369.5,2,2,8
70720,1072,830,369.5,1,1,9
70721,1072,822,218,3,3,1
70722,1072,846,154,6,6,0
70723,1072,815,190,4,4,1
70724,1072,844,158,5,5,0
70725,1072,817,115,8,8,1
70726,1072,832,149.5,7,7,0
70727,1072,852,20,14,14,0
70728,1072,840,34,13,13,0
70729,1072,8,10,16,16,0
70730,1072,841,3,18,18,0
70731,1072,839,72,11,11,1
70732,1072,847,16,15,15,0
70733,1072,20,43,12,12,0
70734,1072,854,0,19,19,0
70735,1072,842,100,9,9,0
70736,1072,849,7,17,17,0
70737,1072,4,77,10,10,0
70738,1072,853,0,21,21,0
70739,1072,9,0,20,20,0
70740,1073,1,387.5,2,2,8
70741,1073,830,395.5,1,1,10
70742,1073,822,226,3,3,1
70743,1073,846,160,6,6,0
70744,1073,815,190,4,4,1
70745,1073,844,159,7,7,0
70746,1073,817,115,8,8,1
70747,1073,832,164.5,5,5,0
70748,1073,852,32,14,14,0
70749,1073,840,34,13,13,0
70750,1073,8,10,16,16,0
70751,1073,841,3,18,18,0
70752,1073,839,74,11,11,1
70753,1073,847,16,15,15,0
70754,1073,20,43,12,12,0
70755,1073,854,0,19,19,0
70756,1073,842,110,9,9,0
70757,1073,849,7,17,17,0
70758,1073,4,81,10,10,0
70759,1073,853,0,21,21,0
70760,1073,9,0,20,20,0
71395,1074,842,0,20,20,0
71394,1074,830,0,19,19,0
71393,1074,815,0,18,18,0
71392,1074,807,0,17,17,0
71391,1074,849,0,16,16,0
71390,1074,846,0,15,15,0
71389,1074,817,0,14,14,0
71388,1074,848,0,13,13,0
71387,1074,840,0,12,12,0
71386,1074,854,0,11,11,0
71385,1074,855,1,10,10,0
71384,1074,4,2,9,9,0
71383,1074,852,4,8,8,0
71382,1074,839,6,7,7,0
71381,1074,822,8,6,6,0
71376,1074,844,26,1,1,1
71377,1074,832,18,2,2,0
71378,1074,1,15,3,3,0
71379,1074,847,12,4,4,0
71380,1074,825,10,5,5,0
71272,1075,844,45,1,1,1
71273,1075,832,33,2,2,0
71274,1075,1,16,5,5,0
71275,1075,847,22,4,4,0
71276,1075,825,12,8,8,0
71277,1075,822,8,9,9,0
71278,1075,839,14,6,6,0
71279,1075,852,4,11,11,0
71280,1075,4,2,13,13,0
71281,1075,855,1,14,14,0
71282,1075,854,0,15,15,0
71283,1075,840,0,16,16,0
71284,1075,848,0,18,18,0
71285,1075,817,0,19,19,0
71286,1075,846,6,10,10,0
71287,1075,849,0,20,20,0
71288,1075,807,0,17,17,0
71289,1075,815,12,7,7,0
71290,1075,830,25,3,3,1
71291,1075,842,4,12,12,0
71292,1076,844,71,1,1,2
71293,1076,832,33,3,3,0
71294,1076,1,28,5,5,0
71295,1076,847,37,2,2,0
71296,1076,825,12,9,9,0
71297,1076,822,12,10,10,0
71298,1076,839,20,7,7,0
71299,1076,852,4,13,13,0
71300,1076,4,2,14,14,0
71301,1076,855,1,15,15,0
71302,1076,854,0,17,17,0
71303,1076,840,0,18,18,0
71304,1076,848,1,16,16,0
71305,1076,817,8,11,11,0
71306,1076,846,16,8,8,0
71307,1076,849,0,20,20,0
71308,1076,807,0,19,19,0
71309,1076,815,30,4,4,0
71310,1076,830,25,6,6,1
71311,1076,842,6,12,12,0
71312,1076,20,0,21,21,0
71313,1077,844,86,1,1,2
71314,1077,832,38,5,5,0
71315,1077,1,28,7,7,0
71316,1077,847,49,4,4,0
71317,1077,825,15,10,10,0
71318,1077,822,24,8,8,0
71319,1077,839,20,9,9,0
71320,1077,852,10,12,12,0
71321,1077,4,2,15,15,0
71322,1077,855,1,16,16,0
71323,1077,854,0,19,19,0
71324,1077,840,1,18,18,0
71325,1077,848,1,17,17,0
71326,1077,817,11,11,11,0
71327,1077,846,35,6,6,0
71328,1077,849,0,21,21,0
71329,1077,807,0,20,20,0
71330,1077,815,54,3,3,0
71331,1077,830,59,2,2,2
71332,1077,842,6,13,13,0
71333,1077,20,4,14,14,0
71334,1078,844,104,1,1,2
71335,1078,832,53,5,5,0
71336,1078,1,36,6,6,0
71337,1078,847,59,4,4,0
71338,1078,825,15,10,10,0
71339,1078,822,30,8,8,0
71340,1078,839,24,9,9,0
71341,1078,852,10,12,12,0
71342,1078,4,2,16,16,0
71343,1078,855,1,18,18,0
71344,1078,854,0,19,19,0
71345,1078,840,2,17,17,0
71346,1078,848,3,15,15,0
71347,1078,817,11,11,11,0
71348,1078,846,35,7,7,0
71349,1078,849,0,21,21,0
71350,1078,807,0,20,20,0
71351,1078,815,66,3,3,0
71352,1078,830,85,2,2,3
71353,1078,842,6,13,13,0
71354,1078,20,4,14,14,0
71355,1079,844,104,2,2,2
71356,1079,832,65,5,5,0
71357,1079,1,46,6,6,0
